Fiyat,Mahalle,İlan Güncelleme Tarihi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Krediye Uygunluk,Tapu Durumu,Site İçerisinde,Eşya Durumu,Takas,Banyo Sayısı,WC Sayısı
5.250.000 TL,Kızılay Mahallesi,22 Eylül 2025,Daire,100 m²,105 m²,3+1,5-10,1.Kat,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,,,1,
12.000.000 TL,Atatürk Mahallesi,10 Ekim 2025,Daire,245 m²,255 m²,5+2,16-20,Bahçe Dublex,4.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,,,2,
2.630.000 TL,Birlik Mahallesi,27 Kasım 2025,Müstakil Ev,60 m²,121 m²,2+1,21 Ve Üzeri,,2.0,Klimalı,Mülk Sahibi Oturuyor,Bilinmiyor,Hisseli Tapu,Hayır,Eşyalı,Yok,1,1.0
8.900.000 TL,Yeşilova Mahallesi,07 Kasım 2025,Daire,145 m²,165 m²,3+1,11-15,7.Kat,9.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Evet,Boş,Yok,2,
4.500.000 TL,Erzene Mahallesi,27 Kasım 2025,Daire,115 m²,125 m²,3+1,21 Ve Üzeri,5.Kat,5.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,1,
4.250.000 TL,Kazımdirik Mahallesi,07 Ekim 2025,Daire,115 m²,120 m²,3+1,21 Ve Üzeri,7.Kat,7.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1,
7.500.000 TL,Serintepe Mahallesi,23 Kasım 2025,Bina,240 m²,315 m²,2+1,21 Ve Üzeri,,3.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,,,1,
13.000.000 TL,Yeşilova Mahallesi,07 Kasım 2025,Daire,130 m²,190 m²,3+1,0 (Yeni),13.Kat,23.0,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Kat İrtifakı,Hayır,,,2,
12.950.000 TL,Yeşilova Mahallesi,08 Ekim 2025,Daire,135 m²,190 m²,3+1,1,13.Kat,23.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Evet,Boş,Var,1,
5.300.000 TL,Barbaros Mahallesi,24 Ekim 2025,Daire,70 m²,92 m²,2+1,0 (Yeni),9.Kat,14.0,Kombi Doğalgaz,Boş,Bilinmiyor,Müstakil Tapulu,Hayır,Boş,Var,1,
6.750.000 TL,Yakaköy Mahallesi,01 Eylül 2025,Müstakil Ev,94 m²,475 m²,2+1,0 (Yeni),,1.0,Klimalı,Boş,Krediye Uygun Değil,Müstakil Tapulu,Hayır,Boş,Var,2,
11.000.000 TL,Yıldırım Beyazıt Mahallesi,26 Kasım 2025,Müstakil Ev,100 m²,120 m²,3+1,21 Ve Üzeri,,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1,
4.800.000 TL,Kazımdirik Mahallesi,30 Eylül 2025,Daire,90 m²,95 m²,3+1,21 Ve Üzeri,7.Kat,8.0,Merkezi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,,,1,
4.750.000 TL,Kazımdirik Mahallesi,15 Kasım 2025,Daire,50 m²,55 m²,1+1,0 (Yeni),2.Kat,6.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,1,
6.250.000 TL,Mevlana Mahallesi,23 Ekim 2025,Daire,85 m²,113 m²,2+1,5-10,1.Kat,7.0,Merkezi (Pay Ölçer),Mülk Sahibi Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,2,
4.150.000 TL,Ergene Mahallesi,27 Ekim 2025,Daire,79 m²,85 m²,2+1,21 Ve Üzeri,1.Kat,3.0,Klimalı,Kiracı Oturuyor,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,1,
8.500.000 TL,Kazımdirik Mahallesi,27 Ekim 2025,Daire,70 m²,74 m²,2+1,5-10,1.Kat,15.0,Merkezi (Pay Ölçer),Mülk Sahibi Oturuyor,Krediye Uygun Değil,Kat Mülkiyeti,Evet,Boş,Yok,1,
14.750.000 TL,İnönü Mahallesi,07 Eylül 2025,Villa,180 m²,220 m²,4+1,0 (Yeni),,3.0,Yerden Isıtma,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Var,3,
15.950.000 TL,İnönü Mahallesi,22 Eylül 2025,Villa,160 m²,220 m²,4+1,0 (Yeni),,3.0,Yerden Isıtma,Boş,Krediye Uygun,Kat Mülkiyeti,Evet,,,2,
2.450.000 TL,Koşukavak Mahallesi,07 Ekim 2025,Daire,90 m²,92 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),5.0,Klimalı,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1,
5.750.000 TL,Doğanlar Mahallesi,29 Kasım 2025,Daire,100 m²,120 m²,3+1,0 (Yeni),Çatı Dubleks,5.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,2,2.0
5.000.000 TL,Barbaros Mahallesi,05 Kasım 2025,Residence,56 m²,88 m²,1+1,4,16.Kat,30.0,Merkezi (Pay Ölçer),Kiracı Oturuyor,Krediye Uygun,Kat İrtifakı,Hayır,,Yok,1,
4.250.000 TL,Gürpınar Mahallesi,03 Kasım 2025,Daire,66 m²,85 m²,2+1,0 (Yeni),1.Kat,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,1,
6.750.000 TL,Yeşilova Mahallesi,31 Ağustos 2025,Daire,64 m²,75 m²,1+1,5-10,8.Kat,9.0,Merkezi (Pay Ölçer),Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Evet,Eşyalı,Yok,1,
7.400.000 TL,Meriç Mahallesi,13 Ekim 2025,Daire,95 m²,110 m²,2+1,4,5.Kat,9.0,Merkezi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,2,2.0
4.250.000 TL,Erzene Mahallesi,29 Kasım 2025,Daire,110 m²,117 m²,3+1,21 Ve Üzeri,3.Kat,6.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kooperatiften Tapu,Hayır,,Yok,1,1.0
14.950.000 TL,Rafet Paşa Mahallesi,31 Ağustos 2025,Daire,180 m²,200 m²,3+1,5-10,12.Kat,12.0,Merkezi (Pay Ölçer),Mülk Sahibi Oturuyor,Krediye Uygun,Kat Mülkiyeti,Evet,Boş,Yok,2,
14.950.000 TL,Kazımdirik Mahallesi,07 Kasım 2025,Daire,113 m²,125 m²,3+1,0 (Yeni),7.Kat,8.0,Yerden Isıtma,Boş,Bilinmiyor,Kat İrtifakı,Hayır,Boş,Yok,2,
7.800.000 TL,Kazımdirik Mahallesi,24 Ekim 2025,Daire,35 m²,56 m²,1+1,4,4.Kat,28.0,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Kat Mülkiyeti,Evet,Eşyalı,Yok,1,
4.350.000 TL,İnönü Mahallesi,09 Kasım 2025,Daire,100 m²,111 m²,3+1,21 Ve Üzeri,2.Kat,4.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Var,1,1.0
3.850.000 TL,Meriç Mahallesi,27 Kasım 2025,Müstakil Ev,159 m²,160 m²,3+1,21 Ve Üzeri,,1.0,Klimalı,Mülk Sahibi Oturuyor,Krediye Uygun,Müstakil Tapulu,Hayır,Boş,Yok,1,1.0
15.800.000 TL,Kazımdirik Mahallesi,26 Kasım 2025,Daire,120 m²,145 m²,3+1,5-10,7.Kat,7.0,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Var,2,
1.690.000 TL,Yakaköy Mahallesi,14 Ekim 2025,Müstakil Ev,90 m²,350 m²,2+1,0 (Yeni),,1.0,Isıtma Yok,Boş,Krediye Uygun Değil,Hisseli Tapu,Hayır,Boş,Var,1,
24.000.000 TL,Yeşilova Mahallesi,30 Eylül 2025,Daire,175 m²,210 m²,4+1,1,20.Kat,24.0,Yerden Isıtma,Boş,Krediye Uygun,Kat İrtifakı,Evet,Boş,Var,3,
7.900.000 TL,Barbaros Mahallesi,08 Kasım 2025,Daire,127 m²,142 m²,3+1,0 (Yeni),8.Kat,11.0,Kombi Doğalgaz,Boş,Krediye Uygun Değil,Kat Mülkiyeti,Evet,Boş,Yok,2,
14.500.000 TL,Kızılay Mahallesi,10 Kasım 2025,Müstakil Ev,100 m²,399 m²,2+1,21 Ve Üzeri,,1.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,1,
26.500.000 TL,Atatürk Mahallesi,14 Kasım 2025,Bina,600 m²,650 m²,9+ Oda,21 Ve Üzeri,,5.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,5,5.0
5.900.000 TL,Kazımdirik Mahallesi,18 Eylül 2025,Daire,25 m²,37 m²,Stüdyo,5-10,6.Kat,9.0,Merkezi (Pay Ölçer),Mülk Sahibi Oturuyor,Krediye Uygun,Kat Mülkiyeti,Evet,Eşyalı,Yok,1,
5.250.000 TL,Evka 3 Mahallesi,31 Ekim 2025,Daire,40 m²,180 m²,1+1,0 (Yeni),1.Kat,5.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Evet,,Var,1,
6.500.000 TL,Kızılay Mahallesi,15 Ekim 2025,Daire,113 m²,138 m²,3+1,0 (Yeni),1.Kat,4.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Var,2,
3.700.000 TL,Kızılay Mahallesi,24 Ekim 2025,Daire,86 m²,140 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),3.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,1,
80.000.000 TL,Kazımdirik Mahallesi,24 Kasım 2025,Villa,290 m²,350 m²,5+2,0 (Yeni),,4.0,Yerden Isıtma,Boş,Krediye Uygun,Müstakil Tapulu,Evet,,Var,4,
3.850.000 TL,Kazımdirik Mahallesi,03 Kasım 2025,Daire,110 m²,130 m²,3+1,16-20,4.Kat,5.0,Klimalı,Boş,Krediye Uygun,Müstakil Tapulu,Hayır,Boş,Yok,1,
5.000.000 TL,Evka 4 Mahallesi,22 Eylül 2025,Daire,100 m²,110 m²,2+1,16-20,8.Kat,8.0,Kombi Doğalgaz,Boş,Krediye Uygun Değil,Kat Mülkiyeti,Hayır,Boş,Var,2,
5.000.000 TL,Barbaros Mahallesi,05 Kasım 2025,Residence,56 m²,88 m²,1+1,4,16.Kat,30.0,Merkezi (Pay Ölçer),Kiracı Oturuyor,Krediye Uygun,Kat İrtifakı,Hayır,,Yok,1,
14.000.000 TL,Yeşilova Mahallesi,31 Ekim 2025,Daire,122 m²,175 m²,3+1,0 (Yeni),16.Kat,30.0,Yerden Isıtma,Boş,Krediye Uygun,Kat Mülkiyeti,Evet,Boş,Yok,2,
3.650.000 TL,Çamkule Mahallesi,07 Kasım 2025,Bina,95 m²,96 m²,2+1,21 Ve Üzeri,,3.0,Isıtma Yok,Kiracı Oturuyor,Krediye Uygun,Arsa Tapulu,Hayır,,,1,
3.950.000 TL,Doğanlar Mahallesi,03 Eylül 2025,Daire,38 m²,58 m²,1+1,0 (Yeni),Bahçe Katı,2.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Evet,Boş,Yok,1,
4.100.000 TL,İnönü Mahallesi,26 Eylül 2025,Daire,70 m²,80 m²,2+1,16-20,2.Kat,5.0,Kombi Doğalgaz,Boş,Bilinmiyor,Kat Mülkiyeti,Evet,,Var,1,1.0
3.500.000 TL,Barbaros Mahallesi,24 Ekim 2025,Daire,40 m²,50 m²,1+1,0 (Yeni),2.Kat,14.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1,
3.750.000 TL,Mevlana Mahallesi,29 Kasım 2025,Müstakil Ev,70 m²,80 m²,2+1,11-15,,4.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kooperatiften Tapu,Hayır,,,1,1.0
5.650.000 TL,Zafer Mahallesi,24 Ekim 2025,Daire,150 m²,158 m²,4+2,21 Ve Üzeri,Müstakil,3.0,Isıtma Yok,Boş,Krediye Uygun,Arsa Tapulu,Hayır,,,Yok,
7.150.000 TL,Kazımdirik Mahallesi,18 Eylül 2025,Daire,120 m²,130 m²,3+1,11-15,Yüksek Giriş,4.0,Klimalı,Boş,Krediye Uygun Değil,Kat İrtifakı,Hayır,,Yok,1,
4.600.000 TL,Evka 4 Mahallesi,31 Ekim 2025,Daire,75 m²,78 m²,2+1,11-15,10.Kat,10.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,1,
7.500.000 TL,Yeşilova Mahallesi,24 Ekim 2025,Daire,52 m²,78 m²,2+1,0 (Yeni),17.Kat,30.0,Yerden Isıtma,Boş,Krediye Uygun Değil,Kat İrtifakı,Hayır,Boş,Var,1,
2.300.000 TL,Zafer Mahallesi,24 Kasım 2025,Daire,110 m²,135 m²,2.5+1,21 Ve Üzeri,Yüksek Giriş,3.0,Kombi Doğalgaz,Boş,Krediye Uygun Değil,Kat Mülkiyeti,Hayır,Boş,Yok,1,
3.950.000 TL,Zafer Mahallesi,15 Eylül 2025,Daire,78 m²,90 m²,2+1,4,3.Kat,3.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,1,
6.500.000 TL,Rafet Paşa Mahallesi,26 Ekim 2025,Residence,45 m²,62 m²,1+1,5-10,7.Kat,25.0,VRV,Kiracı Oturuyor,Krediye Uygun,Kat İrtifakı,Evet,Eşyalı,Yok,1,
2.600.000 TL,Mevlana Mahallesi,29 Kasım 2025,Müstakil Ev,50 m²,60 m²,1+1,5-10,,4.0,Kombi Doğalgaz,Boş,Bilinmiyor,Kooperatiften Tapu,Evet,,,1,1.0
2.985.000 TL,Barbaros Mahallesi,28 Eylül 2025,Daire,28 m²,34 m²,Stüdyo,4,14.Kat,30.0,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Kat Mülkiyeti,Evet,Eşyalı,Yok,1,
4.600.000 TL,Kazımdirik Mahallesi,28 Kasım 2025,Daire,120 m²,125 m²,3+1,21 Ve Üzeri,4.Kat,8.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1,
4.000.000 TL,Kazımdirik Mahallesi,30 Ekim 2025,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,Düz Giriş (Zemin),8.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Eşyalı,Yok,1,
6.750.000 TL,Tuna Mahallesi,24 Kasım 2025,Daire,110 m²,125 m²,3+1,5-10,6.Kat,14.0,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Kat İrtifakı,Hayır,,Yok,2,
4.750.000 TL,Çınar Mahallesi,26 Kasım 2025,Müstakil Ev,100 m²,112 m²,3+1,21 Ve Üzeri,,3.0,Sobalı,Kiracı Oturuyor,Krediye Uygun,Müstakil Tapulu,Hayır,Boş,Yok,3,
3.000.000 TL,Mevlana Mahallesi,28 Kasım 2025,Daire,90 m²,100 m²,2+1,11-15,4.Kat,4.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1,
5.150.000 TL,İnönü Mahallesi,01 Ekim 2025,Daire,135 m²,140 m²,3+1,16-20,3.Kat,5.0,Kombi Doğalgaz,Boş,Krediye Uygun Değil,Kat Mülkiyeti,Hayır,Boş,Yok,1,
13.550.000 TL,Evka 3 Mahallesi,08 Kasım 2025,Villa,185 m²,245 m²,4+1,21 Ve Üzeri,,3.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Var,2,
3.975.000 TL,Egemenlik Mahallesi,24 Eylül 2025,Daire,125 m²,150 m²,3+1,21 Ve Üzeri,1.Kat,3.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Var,1,
14.900.000 TL,Kazımdirik Mahallesi,02 Eylül 2025,Daire,110 m²,120 m²,3+1,1,1.Kat,8.0,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Kat İrtifakı,Evet,Boş,Yok,2,
13.400.000 TL,Mevlana Mahallesi,26 Kasım 2025,Bina,440 m²,530 m²,3+1,21 Ve Üzeri,,4.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,,,1,
4.100.000 TL,Kızılay Mahallesi,30 Ekim 2025,Daire,70 m²,75 m²,2+1,0 (Yeni),2.Kat,3.0,Yerden Isıtma,Boş,Krediye Uygun,Kat İrtifakı,Hayır,,,1,
4.100.000 TL,Mevlana Mahallesi,09 Eylül 2025,Daire,36 m²,40 m²,1+1,2,2.Kat,5.0,Klimalı,Kiracı Oturuyor,Krediye Uygun Değil,Kat İrtifakı,Hayır,Boş,Var,1,
6.900.000 TL,Yeşilova Mahallesi,27 Kasım 2025,Residence,90 m²,133 m²,2+1,0 (Yeni),30.Kat,30.0,Yerden Isıtma,Boş,Krediye Uygun,Kat İrtifakı,Evet,Boş,Yok,2,
3.600.000 TL,Atatürk Mahallesi,24 Eylül 2025,Daire,80 m²,85 m²,2+1,16-20,Bahçe Katı,5.0,Kombi Doğalgaz,Boş,Krediye Uygun Değil,Kat İrtifakı,Hayır,Boş,Yok,2,
5.400.000 TL,Erzene Mahallesi,29 Kasım 2025,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,7.Kat,7.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Var,1,1.0
8.000.000 TL,Tuna Mahallesi,06 Kasım 2025,Daire,118 m²,161 m²,3+1,5-10,5.Kat,14.0,Merkezi (Pay Ölçer),Kiracı Oturuyor,Krediye Uygun Değil,Kat İrtifakı,Evet,Boş,Yok,2,
4.800.000 TL,Kazımdirik Mahallesi,29 Kasım 2025,Müstakil Ev,100 m²,110 m²,2+1,16-20,,8.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kooperatiften Tapu,Hayır,Boş,Var,1,1.0
12.500.000 TL,Atatürk Mahallesi,27 Kasım 2025,Müstakil Ev,98 m²,100 m²,2+1,21 Ve Üzeri,,3.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Müstakil Tapulu,Hayır,,,1,
4.000.000 TL,İnönü Mahallesi,24 Eylül 2025,Daire,100 m²,110 m²,3+1,16-20,3.Kat,3.0,Kombi Doğalgaz,Boş,Krediye Uygun Değil,Kat İrtifakı,Hayır,Boş,Yok,1,
9.800.000 TL,İnönü Mahallesi,13 Ekim 2025,Müstakil Ev,270 m²,293 m²,6+2,21 Ve Üzeri,,2.0,Kombi Doğalgaz,Kiracı Oturuyor,Bilinmiyor,Müstakil Tapulu,Hayır,,Yok,2,
4.250.000 TL,Zafer Mahallesi,07 Kasım 2025,Bina,89 m²,90 m²,2+1,21 Ve Üzeri,,3.0,Isıtma Yok,Mülk Sahibi Oturuyor,Bilinmiyor,Arsa Tapulu,Hayır,,,1,
7.800.000 TL,Kazımdirik Mahallesi,17 Eylül 2025,Daire,65 m²,72 m²,2+1,2,1.Kat,8.0,Merkezi (Pay Ölçer),Kiracı Oturuyor,Krediye Uygun,Kat İrtifakı,Evet,Boş,Var,2,
10.500.000 TL,Kazımdirik Mahallesi,13 Kasım 2025,Daire,110 m²,130 m²,3+1,5-10,7.Kat,7.0,Merkezi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Evet,,,2,
4.650.000 TL,Yeşilova Mahallesi,26 Kasım 2025,Daire,72 m²,85 m²,2+1,0 (Yeni),Düz Giriş (Zemin),2.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Var,1,
4.175.000 TL,Kazımdirik Mahallesi,31 Ekim 2025,Daire,90 m²,110 m²,2+1,21 Ve Üzeri,1.Kat,7.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Var,1,
1.500.000 TL,Atatürk Mahallesi,04 Kasım 2025,Daire,28 m²,30 m²,1 Oda,21 Ve Üzeri,Düz Giriş (Zemin),4.0,Isıtma Yok,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,,,1,
9.100.000 TL,Ergene Mahallesi,02 Ekim 2025,Daire,100 m²,130 m²,3+1,3,4.Kat,4.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Kat İrtifakı,Hayır,Eşyalı,Var,1,
2.850.000 TL,Mevlana Mahallesi,27 Kasım 2025,Daire,50 m²,60 m²,1+1,16-20,3.Kat,4.0,Kombi Doğalgaz,Boş,Bilinmiyor,Kat Mülkiyeti,Hayır,,Var,1,
6.650.000 TL,Kazımdirik Mahallesi,05 Kasım 2025,Daire,44 m²,60 m²,1+1,0 (Yeni),6.Kat,10.0,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Kat Mülkiyeti,Evet,Boş,Yok,1,
6.400.000 TL,Kazımdirik Mahallesi,17 Eylül 2025,Daire,37 m²,45 m²,1+1,2,2.Kat,8.0,Merkezi (Pay Ölçer),Kiracı Oturuyor,Krediye Uygun,Kat İrtifakı,Evet,Boş,Var,1,
5.750.000 TL,Koşukavak Mahallesi,27 Ekim 2025,Daire,75 m²,89 m²,2+1,1,22.Kat,24.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat İrtifakı,Evet,Boş,Var,2,
4.400.000 TL,Atatürk Mahallesi,22 Eylül 2025,Daire,100 m²,106 m²,3+1,21 Ve Üzeri,2.Kat,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1,
5.300.000 TL,Erzene Mahallesi,25 Kasım 2025,Daire,120 m²,125 m²,3+1,21 Ve Üzeri,1.Kat,4.0,Isıtma Yok,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1,
14.000.000 TL,Kazımdirik Mahallesi,20 Ekim 2025,Daire,155 m²,191 m²,3+1,5-10,1.Kat,15.0,Merkezi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,2,2.0
2.750.000 TL,Atatürk Mahallesi,04 Eylül 2025,Daire,40 m²,44 m²,1+1,16-20,2.Kat,5.0,Kombi Doğalgaz,Boş,Krediye Uygun Değil,Kat Mülkiyeti,Hayır,Boş,Yok,1,
8.975.000 TL,Kemalpaşa Mahallesi,13 Eylül 2025,Daire,120 m²,135 m²,3+1,0 (Yeni),1.Kat,3.0,Yerden Isıtma,Boş,Krediye Uygun Değil,Kat Mülkiyeti,Evet,Boş,Var,2,
3.100.000 TL,Doğanlar Mahallesi,27 Kasım 2025,Daire,50 m²,55 m²,1+1,4,2.Kat,6.0,Yerden Isıtma,Kiracı Oturuyor,Krediye Uygun Değil,Kat İrtifakı,Hayır,Boş,Yok,1,
6.950.000 TL,Kazımdirik Mahallesi,10 Kasım 2025,Daire,62 m²,85 m²,2+1,0 (Yeni),8.Kat,8.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Var,1,
3.800.000 TL,Rafet Paşa Mahallesi,17 Eylül 2025,Daire,90 m²,110 m²,2+1,21 Ve Üzeri,3.Kat,3.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1,
4.100.000 TL,Kazımdirik Mahallesi,05 Eylül 2025,Daire,45 m²,55 m²,1+1,1,7.Kat,7.0,Merkezi (Pay Ölçer),Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Evet,Boş,Yok,1,
6.000.000 TL,Yıldırım Beyazıt Mahallesi,26 Kasım 2025,Müstakil Ev,100 m²,110 m²,2+1,16-20,,3.0,Klimalı,Kiracı Oturuyor,Krediye Uygun,Müstakil Tapulu,Hayır,,,3,
4.925.000 TL,Rafet Paşa Mahallesi,27 Ekim 2025,Müstakil Ev,164 m²,165 m²,2+1,21 Ve Üzeri,,1.0,Sobalı,Boş,Krediye Uygun,Müstakil Tapulu,Hayır,Boş,Yok,1,
5.650.000 TL,Barbaros Mahallesi,24 Ekim 2025,Daire,85 m²,101 m²,2+1,0 (Yeni),5.Kat,13.0,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Var,1,
3.650.000 TL,Doğanlar Mahallesi,27 Kasım 2025,Daire,36 m²,45 m²,1+1,0 (Yeni),Bahçe Katı,2.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,1,1.0
2.800.000 TL,Barbaros Mahallesi,24 Ekim 2025,Müstakil Ev,90 m²,100 m²,2+1,21 Ve Üzeri,,1.0,Sobalı,Mülk Sahibi Oturuyor,Krediye Uygun,Müstakil Tapulu,Hayır,Boş,Var,1,
4.250.000 TL,Erzene Mahallesi,04 Eylül 2025,Daire,110 m²,120 m²,2+1,16-20,5.Kat,5.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun Değil,Kat Mülkiyeti,Hayır,Boş,Yok,2,
20.500.000 TL,Evka 3 Mahallesi,30 Eylül 2025,Daire,145 m²,185 m²,3+1,0 (Yeni),2.Kat,4.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat İrtifakı,Hayır,Boş,Yok,2,
3.050.000 TL,Ergene Mahallesi,14 Ekim 2025,Daire,100 m²,121 m²,2+1,5-10,Kot 2 (-2).Kat,4.0,Klimalı,Mülk Sahibi Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,,,1,
4.750.000 TL,Barbaros Mahallesi,05 Kasım 2025,Daire,55 m²,88 m²,1+1,4,16.Kat,30.0,Merkezi (Pay Ölçer),Mülk Sahibi Oturuyor,Krediye Uygun,Kat İrtifakı,Hayır,,Yok,1,
4.500.000 TL,Kazımdirik Mahallesi,29 Eylül 2025,Daire,37 m²,48 m²,1+1,4,3.Kat,5.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,,,1,
5.000.000 TL,Atatürk Mahallesi,17 Kasım 2025,Daire,90 m²,100 m²,2+1,16-20,3.Kat,5.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Kat Mülkiyeti,Hayır,Eşyalı,Var,1,1.0
8.750.000 TL,Kazımdirik Mahallesi,08 Kasım 2025,Daire,76 m²,117 m²,2+1,5-10,13.Kat,15.0,Merkezi (Pay Ölçer),Kiracı Oturuyor,Krediye Uygun,Kat İrtifakı,Evet,Boş,Yok,1,
3.100.000 TL,Mevlana Mahallesi,19 Kasım 2025,Daire,40 m²,45 m²,1+1,0 (Yeni),Yüksek Giriş,3.0,Kombi Doğalgaz,Boş,Krediye Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1,1.0
